id,name,artist,platform
70625,LZRFNK,Autoerotique,Track
70626,Oh Fak,Kolabz,Track
70627,Match Point,"Arston, Artsiom Kozel, D-Mad, Dmitry Lysenko",Track
70628,Deal Breaker - Dyro Remix [Exclusive Miami MYNC Re-Boot],"Dyro, LOOPERS, MYNC",Track
70629,Kill for Love,"Cleov, Marlon Hoffstadt",Track
70630,Any Day,"Dzeko, Dzeko & Torres, Gallantry, Jack Trantides, Julian Dzeko, Jus Jack, Luis Torres Raposo, Torres",Track
70631,Perfect Storm - Clockwork Remix,"Benny Benassi, Clockwork, Pink Is Punk",Track
70632,Reset,Luca Novelli,Track
70633,A Fifth of Beethoven - The Reflex Re-Vision,"Henri-Pierre Noel, The Reflex",Track
70637,Cluster,"Niels van de Pavert, Nilson",Track
70640,Night Time,"Daniel Escora Trim, Dj Obek, MC Ambush, Silco",Track
70644,Default,Kura,Track
70646,Aurora,Romeo Blanco,Track
70648,A La Hora Que Me Ilamen - Latino Mix,"Antonio Martinez Antolino, T. Tommy, Victor Perez, Victoriano Pérez Ruio",Track
70651,Black Eyes & Blue - MYNC & Mario Fischetti Remix,"CLMD, Carl Lehne, MYNC, Mario Fischetti, Paul Zala",Track
70652,Black Eyes and Blue,"CLMD, Carl Lehne, Paul Zala",Track
70653,Balearique,"DJ Rocca, Dimitri From Paris",Track
70654,Looking For Love - Original Club Mix,"Aviram Saharai, Fenja, Itay Yona, Niels van de Pavert, Nilson, Nissim Kadosh, The 8th Note",Track
70656,Walking in the Night,"Hard Ton, Nina Kraviz",Track
70657,Love Is The Drug - Todd Terje Disco Dub,"Roxy Music, Terje Olsen, Todd Terje",Track
70659,No Satisfaction,"Lajos Fodor, Paul Strive, Richard Searle",Track
70660,Paloma - Mudds Slender Loris Mix,"Cantoma, Mudd",Track
70664,Down (feat. Rachel Lloyd),Afterlife,Track
70670,Ilha Grande,Alex Miles,Track
70676,Sir John,White Elephant,Track
70677,Baa Boo,Reverso 68,Track
70679,Punto Com,"Augustin Festa, DJ PP, Festa Bros, Gabriel Rocha",Track
70683,Moufas,Mihalis Safras,Track
70687,Thank You - MYNC Exclusive Edit,"Hard Rock Sofa, MYNC, Swanky Tunes",Track
70688,Ocho,Ant Brooks,Track
70689,Out Of Gas,Mikalogic,Track
70690,Buhstyle,Stefano Noferini,Track
70703,Nubia,"Darren Sheehan, Dashka, Sebastien Lintz",Track
70705,Nothing Left To Lose,"NO_ID, Noid, Ralph van Vugt, Sebastien Lintz, Thomas Olsen, Tommy Trash",Track
70707,June,Andrew Bennett,Track
70709,Sweet Sensation - Club Mix,Etienne Ozborne,Track
70713,Benirras,"Heikki L, Heikki Liimatainen, Something Good",Track
70720,Violet,"Chase Buch, Fatih Inetas, Nick Olivetti, Nicola Olivetti",Track
70722,Bang,"Darko De Jan, Darko Janevski, Greg Stainer",Track
70723,Killa Tune,Sergio Fernandez,Track
70726,Merz,"James Ruskin, Mark Broom, Mark Broom & James Ruskin",Track
70727,Jaws,"Gregori Klosman, Gregori Slakmon",Track
70728,Nammos,"Cameron Denny, Denzal Park, Paul Zala",Track
70731,Timeless Altitude - Secret Cinema's 2011 Mix,Secret Cinema,Track
70735,Who Am I,"Andretta, Marcelo F Morana, Patrick M",Track
70741,Gonna Be My Day - Henrik Schwarz Acoustronic Remix,"Henrik Schwarz, Marsmobil",Track
70743,Go For That - MYNC Edit,"Felix Leiter, MYNC",Track
70748,No Disco,"Ross Evana, Ross Evans",Track
70750,Ascension - Instrumental Mix,Soul Central,Track
70751,MYNCDJ Is Our Twitter,MYNC,Track
70755,Superdelight,"Heikki L, Heikki Liimatainen",Track
70757,Balcania,Tim Vita,Track
70768,Boungaville,Fausto Messina,Track
70770,Shunyata,"Frank Heinrich, Reboot",Track
70771,Terrace,"DJ Wady, Hulk Is Back EP, Space Ibiza",Track
70779,Los Brujos - Loko Remix,"Berto Mene, Loko",Track
70780,Sundowna - Dyed Soundorom & Shonky Remix,"Dyed Soundorom, Shonky, Till Von Sein",Track
70792,Knight Rider,"Filth, Filth & Splendour, Filth And Splendour, Hot Pick / Knight Rider, James Wilson-Beales, Kings Of The Underground Vol. 3, Knight Rider, Splendour",Track
70793,Hot Pick,"Filth, Filth & Splendour, Hot Pick, Hot Pick / Knight Rider, James Wilson-Beales, Splendour",Track
70795,Alininha - Edu Imbernon Remix,"Edu Imbernon, Paolo Mojo",Track
70801,Give It Up,"Give It Up, Momma's Boy, Space Ibiza - Around The World",Track
70806,Flexwood,"Alex Tepper, Flexwood, Space Ibiza - Around The World, Space Ibiza - Around The World Unmixed DJ Format, Steve Lawler",Track
70807,Where Is Monday,"Okain, Where Is Monday",Track
70814,Cultura De Radio - Supernova Remix,"Emijay, Supernova",Track
70817,Mamdaye,"Julien Chaptal, Mamdaye",Track
70835,Music Brings You Back,"Cr2 Presents LIVE & DIRECT - MYNC, Music Brings You Back, Nina Hall, Vision Factory",Track
70843,Reload,Norman Zube,Track
70844,Gems,Ortzy,Track
70854,21st Century Ketchup - Tim Green Less K Remix,"Steve Lawler, Tim Green",Track
70882,Beneath You,Mark Mendes,Track
70885,Royal Flush,"Big L, Gap 4, Royal Flush",Track
70887,Pacific,Freemasons,Track
70888,Feel I'm Falling - Dub Mix,"16BL, Raz Nitzan",Track
70901,Funk Country - Micky Slim Remix,"Micky Slim, Ryan Murgatroyd, Tasha Baxter",Track
70904,Flash - Danny Tenaglia's Nitrous Oxide Mix,"Danny Tenaglia, Green Velvet",Track
70907,54B,Mudd,Track
70912,Sunday Trip,Danny Freakazoid,Track
70914,The Return Of The Vigilante,"ATFC, ATFC Presents The Vermicious Knids, Cr2 Records, Funky House Classics Volume 3, Retrun Of The Vigilante, The Return Of The Vigilante, The Vermicious Knids, Vermicious Knids",Track
70915,The Bump - Tonite Only Mix,"Hook N Sling, Kid Kenobi, Tonite Only",Track
70918,Piano Track - Original Re-Edit,"Bush II Bush, Piano Track",Track
70924,Glasgow's Jazz - Derrick Carter Remix,"DJ Q, Derrick Carter",Track
70926,Brighter Days - Mark Broom Disco Mix,"Cajmere, Curtis Alan Jones, Dajae, Dana Stovall, Mark Broom",Track
70927,Love Is The Drug,"Bryan Ferry, Roxy Music, Todd Terje",Track
70929,Because,Father And Son,Track
70930,Love U - Anton Wick Rework,"Anton Wick, John Modena",Track
70932,Sweet Love,"Flane, MakerJack",Track
70934,My Mind - Les Bisous Remix,"Father And Son, Les Bisous",Track
70935,Takin Over,Agrume,Track
70936,Ballade,B&S Concept,Track
70944,Lemme Know,Agrume,Track
70948,My Mind,Father And Son,Track
70949,Skrt Skrt,Muttonheads,Track
70954,Step Off,Agrume,Track
70958,I'm Your Woman,Muttonheads,Track
70959,With You Not Around,B&S Concept,Track
70962,I Don't Wanna,"Agrume, Crystal Waters",Track
70966,I Like You But...,"Agrume, Muttonheads",Track
70968,The Way You Dance,"Fab S, Fab's, Moon Arch",Track
70971,Lordy,Bufalo,Track
70976,I Feel,Moon Arch,Track
70978,Heavenly - Joachim Garraud Remix,"DJ Chris Pi, Didier Sinclair, Didier Sinclair & DJ Chris Pi, Joachim Garraud",Track
70979,Lovely Flight - Phil Weeks Remix,"Didier Sinclair, Phil Weeks",Track
71178,Warm Memories,Demon Ritchie,Track
71184,The Power,"Eden Martin, Muttonheads",Track
71196,Going Away,"Eden Martin, Muttonheads",Track
71208,Peace,Michael Feiner,Track
71213,Burning Heart,Arias,Track
71215,Redblack,Arias,Track
71217,Tutu,Arias,Track
71220,Saturday Night Michael Feiner Radio Edit,"Daniel Lindström, Michael Feiner",Track
71223,Etheral Sunshine - Nelsen Grover Remix,"Muttonheads, Nelsen Grover",Track
71225,Need U 2008 - Original Edit Radio,"Mathieu Bouthier, Muttonheads",Track
71233,Touch Your Mind (feat. Karine Lima) - Arias Remix,"Arias, Di Feno & Alls",Track
71236,Feel The Wave,"Didier Sinclair, Lady V",Track
71237,I'll Be There,"Muttonheads, The Frenchmakers",Track
71240,Heavenly,"DJ Chris Pi, Didier Sinclair",Track
71241,Smashing Music,Muttonheads,Track
71250,Ready E,Soldiers of Twilight,Track
71252,Believe,Soldiers of Twilight,Track
71253,Drive On,"Demon Ritchie, Soldiers of Twilight",Track
71256,Carl Fish,Paris Angeles,Track
71257,"Bareto (feat. Yung Iverson, Jambene, RK Wavy, PALACE & Oliver Outc)","Akapellah, Jambene, Junior Caldera, PALACE, RK wavy, Trainer, Yung Iverson",Track
71258,Envidioso,"Junior Caldera, Trainer",Track
71264,Lights Out (Go Crazy),"Far East Movement, Junior Caldera, Natalia Kills",Track
71265,(It Is) Blasphemy,Junior Caldera,Track
71271,Sit Down,"DRTJCK, Ken Roll",Track
71277,Disco Inferno,Ken Roll,Track
71279,In and Out The States,Soulja Boy,Track
71280,New Me (feat. Soulja Boy & Luh Kel),"Luh Kel, Soulja Boy, Star 2",Track
71281,Bust It Down,Soulja Boy,Track
71282,CAN'T EVEN LIE (feat. Soulja Boy),"Soulja Boy, WESTSIDE BOOGIE",Track
71284,Shit Talker,Soulja Boy,Track
71286,Epidemic,"Boosie Badazz, Soulja Boy",Track
71287,BTBT,"B.I, DeVita, Soulja Boy",Track
71288,Damage,"EBK Young Joc, Soulja Boy",Track
71289,Blue Cheese,Soulja Boy,Track
71300,Really Paid,Soulja Boy,Track
71309,Big W's,Soulja Boy,Track
71310,Double Cup Wocky,Soulja Boy,Track
71315,Go Crazy,"Desiigner, Soulja Boy",Track
71319,Trap Jumping Like A Trampoline,Soulja Boy,Track
71324,Balenciaga Baby,Soulja Boy,Track
71325,Put That Shit On,Soulja Boy,Track
71326,Slime Em Down,Soulja Boy,Track
71328,Swag Walk,Soulja Boy,Track
71336,Gone,Soulja Boy,Track
71339,Chain Gang,Soulja Boy,Track
71342,Vlone,Soulja Boy,Track
71347,Walk Em Down,Soulja Boy,Track
71348,Mona Lisa,"Lil Pump, Soulja Boy",Track
71350,Dracos And Glocks,"Soulja Boy, Troy Ave",Track
71351,They Call Me Draco Baby,Soulja Boy,Track
71354,Broke,Soulja Boy,Track
71356,Flexin,"Feby, Soulja Boy",Track
71358,Figured It Out,Soulja Boy,Track
71359,Bands Up,Soulja Boy,Track
71360,Dancing Like Diddy,Soulja Boy,Track
71362,Island,Soulja Boy,Track
71364,Pressure Breaks Pipes,Soulja Boy,Track
71366,Stretch Some,Soulja Boy,Track
71367,On My Way,"Ray J, Soulja Boy",Track
71372,Drake,"Lor Sosa, Soulja Boy",Track
71374,Squid Game,Soulja Boy,Track
71376,Big Racks,Soulja Boy,Track
71377,EX,"Bow Wow, Omarion, Soulja Boy",Track
71378,Sneaky Link 2.0,"HXLLYWOOD, Kayla Nicole, Soulja Boy",Track
71379,Iced Out - Remix,"Lil Chimey, Soulja Boy, Uneekint",Track
71382,Trip-Trippin (feat. Soulja Boy),"Flight, Soulja Boy",Track
71384,Shawn Carter,Soulja Boy,Track
71385,I Pity The Fool,Soulja Boy,Track
71386,Hit It,"DJ Ryan Wolf, IDD ACKK, Soulja Boy, Ty Bri",Track
71387,Yellow On Yellow,Soulja Boy,Track
71394,Paraphernalia,Soulja Boy,Track
71402,I'm A Rockstar,Soulja Boy,Track
71434,My Type,"Soulja Boy, Tylan",Track
71435,Pricey,"Barlito, DJ Diddy, Soulja Boy",Track
71447,Copy & Paste,"Soulja Boy, T.I.",Track
71450,Rick & Morty,Soulja Boy,Track
71451,Get That Bag,"ROO $TACKS, Soulja Boy",Track
71452,She Make It Clap,Soulja Boy,Track
71461,30 Missed Calls,Soulja Boy,Track
71468,Pandemic,Soulja Boy,Track
71481,In Here,Soulja Boy,Track
71487,Stove,Soulja Boy,Track
71488,Say So,Soulja Boy,Track
71493,Ks9,Soulja Boy,Track
71502,Slide,Soulja Boy,Track
71504,She Don't,"Jay Santiago, Soulja Boy",Track
71509,What I'm Into,Soulja Boy,Track
71511,Woah,"Charlo Bates, Soulja Boy",Track
71513,Who I Am,"Kristen Hanby, Soulja Boy",Track
71514,#InstaFamous,"JBar, Soulja Boy, Taiya",Track
71516,Cheerios,"Jessy Frank, Soulja Boy",Track
71518,Breakout,"Almost Famous, Soulja Boy",Track
71519,Romantic,"Machai, Soulja Boy",Track
71520,Walk in the Drip,"Q Money, Soulja Boy",Track
71522,Jeopardy,"Hammon, Rarri, Soulja Boy",Track
71524,Rich N Whippin,"Ray J, Soulja Boy",Track
71525,Top (feat. Soulja Boy),"Higher Brothers, Soulja Boy",Track
71526,My Valentine,"24hrs, Soulja Boy",Track
71527,Cut Dat Check,Soulja Boy,Track
71528,SadSouljaFrosty (feat. Soulja Boy),"Sad Frosty, Soulja Boy",Track
71529,New Drip,"Da Mista, Soulja Boy",Track
71530,Big Tymers,"Morgan Westbrooks, Soulja Boy",Track
71533,Kill or Be Killed....,"Quentin Miller, Soulja Boy",Track
71535,Overseas Drip,Soulja Boy,Track
71540,Gated (feat. Soulja Boy),"Chief Keef, Soulja Boy",Track
71542,Young Black Larry Bird,Soulja Boy,Track
71547,Drip on Me,Soulja Boy,Track
71552,Woo,"Chief Keef, Soulja Boy",Track
71554,You Can't Do It Like Me,Soulja Boy,Track
71557,Forever,Soulja Boy,Track
71559,No Hook (True Story),Soulja Boy,Track
71569,Hml,Soulja Boy,Track
71572,Hellcat,Soulja Boy,Track
71573,I Got the Recipe,Soulja Boy,Track
71578,New Money,Soulja Boy,Track
71581,Mega Star,Soulja Boy,Track
71583,Rollie Wrist,Soulja Boy,Track
71585,Bandz Up,Soulja Boy,Track
71586,Skrt,Soulja Boy,Track
71587,Ice Ice,Soulja Boy,Track
71588,Cotton Candy,Soulja Boy,Track
71660,Stupid Clean,Soulja Boy,Track
71663,Whole Lot of Money,Soulja Boy,Track
71671,Draco,Soulja Boy,Track
71677,John Gotti,Soulja Boy,Track
71678,Pesos,Soulja Boy,Track
71687,"Fight, Fuck, & Make Up","Bow Wow, Soulja Boy",Track
71690,Hit Them Folks,Soulja Boy,Track
71694,Pull Up,"Philthy Rich, Soulja Boy",Track
71695,Rockstar,Soulja Boy,Track
71701,Wanna Be Like Soulja,Soulja Boy,Track
71703,Pineapple Fanta,Soulja Boy,Track
71710,Her Body,Soulja Boy,Track
71711,My House,"Bow Wow, Soulja Boy",Track
71724,Ric Flair,"Bow Wow, Soulja Boy",Track
71725,Day One,Soulja Boy,Track
71732,All I Need,Soulja Boy,Track
71739,In the Air,Soulja Boy,Track
71740,Ball,Soulja Boy,Track
71745,Stephen Curry,Soulja Boy,Track
71773,Money Steady Coming,Soulja Boy,Track
71791,In His Face,Soulja Boy,Track
71793,Plug Talk,Soulja Boy,Track
71794,Aww Yeah,Soulja Boy,Track
71801,Spend It All,Soulja Boy,Track
71828,Whippin My Wrist,Soulja Boy,Track
71829,Og Gas (feat. Rich the Kid),"Rich The Kid, Soulja Boy",Track
71832,Don't Nothing Move but the Money,Soulja Boy,Track
71833,Trap Party,Soulja Boy,Track
71839,Panamera,Soulja Boy,Track
71842,Hurricane,Soulja Boy,Track
71849,Brazil We Flexing,"MC Guime, Soulja Boy",Track
71850,Red Bottoms & Balenciaga,Soulja Boy,Track
71855,Gas (feat. Migos),"Migos, Soulja Boy",Track
71858,Bentley Truck,Soulja Boy,Track
71862,Aye,Soulja Boy,Track
71880,Triple Beam,Soulja Boy,Track
71884,What You Mean (feat. Soulja Boy),"Doe Boy, Future, Soulja Boy",Track
71890,Ridin Round,Soulja Boy,Track
71891,We Ready (feat. Migos),"Migos, Soulja Boy",Track
71908,I'm Getting Money,Soulja Boy,Track
71920,Fuck You Up,"Fredo Santana, Soulja Boy, Tadoe",Track
71926,Trigger Finger - Album Version (Edited),"Lil Wayne, Soulja Boy",Track
71928,UH OH,"Gold Top, Soulja Boy",Track
71930,Molly,Soulja Boy,Track
71941,NuReligion,Soulja Boy,Track
71942,3hunna (Remix),"Chief Keef, Soulja Boy",Track
71943,Save That Shit,"Chief Keef, Soulja Boy",Track
71948,Tear it Up,Soulja Boy,Track
71950,Ocean Gang,Soulja Boy,Track
71954,Im So Important (Came Out The Water Part 2),Soulja Boy,Track
71955,Louis Vuitton,"Bow Wow, Soulja Boy",Track
71961,All Gold Everything,"Soulja Boy, Young L",Track
71964,I'm A Goner,"Andrew W.K., Matt and Kim, Soulja Boy",Track
71975,Iced Out (feat. Soulja Boy),"Soulja Boy, Waka Flocka Flame",Track
71979,Soulja Boy Checks In,"Lil B, Soulja Boy",Track
71980,All I Know,"Cap Dre, Lil B, Soulja Boy, Waka Flocka Flame",Track
71988,Cooking Dance,"Lil B, Soulja Boy",Track
72017,Soldier Boy,Soulja Boy,Track
72035,Speakers Going Hammer,Soulja Boy,Track
72036,G Walk,"Lil Jon, Soulja Boy",Track
72037,Grammy,"Ester Dean, Soulja Boy",Track
72038,Bad (feat. Chris Brown and Soulja Boy),"Chris Brown, J-SLIM, J-Slim, Soulja Boy",Track
72039,Mean Mug,"50 Cent, Soulja Boy",Track
72040,Swag Sex,"Marques Houston, Soulja Boy",Track
72041,Hey Cutie,"Soulja Boy, Trey Songz",Track
72043,First Day Of School,Soulja Boy,Track
72044,Touchdown,Soulja Boy,Track
72046,Blowing Me Kisses,Soulja Boy,Track
72048,30 Thousand 100 Million,"AR-AB, Arab, Lil B, Soulja Boy",Track
72049,Daze,"Ja-bar, Soulja Boy",Track
72054,B.O.R. (Birth of Rap),"Lil B, Soulja Boy",Track
72063,Delirious,"Soulja Boy, Vistoso Bosses",Track
72064,Kiss Me Thru The Phone - Soul Seekerz Radio,"Sammie, Soulja Boy",Track
72067,I'm Ballin,Soulja Boy,Track
72068,POW,Soulja Boy,Track
72070,Marco Polo (feat. Soulja Boy Tell 'Em),"Bow Wow, Soulja Boy",Track
72071,Kiss Me Thru The Phone,"Sammie, Soulja Boy",Track
72072,Bird Walk - Main,Soulja Boy,Track
72073,Hey You There,Soulja Boy,Track
72075,I'm Bout Tha Stax (intro),Soulja Boy,Track
72076,Eazy,Soulja Boy,Track
72077,Booty Got Swag,Soulja Boy,Track
72078,Rubber Bands,Soulja Boy,Track
72079,Soulja Boy Tellem,Soulja Boy,Track
72087,Crank That (Soulja Boy) - Crank That (William Geslin Remix),Soulja Boy,Track
72092,Yahhh!,Soulja Boy,Track
72093,Donk,Soulja Boy,Track
72094,Pass It To Arab,Soulja Boy,Track
72096,Sidekick,Soulja Boy,Track
72097,Crank Dat Dance,Soulja Boy,Track
72098,Intro,"Bow Wow, Soulja Boy",Track
72099,Crank That (Soulja Boy) [Travis Barker Remix],"Soulja Boy, Travis Barker",Track
72101,Let Me Get Em,Soulja Boy,Track
72103,She Thirsty,Soulja Boy,Track
72104,Booty Meat,Soulja Boy,Track
72105,Bapes,Soulja Boy,Track
72112,Snap And Roll,Soulja Boy,Track
72115,Report Card,Soulja Boy,Track
72117,Soulja Girl,"I-15, Soulja Boy",Track
72120,I Got Me Some Bapes,Soulja Boy,Track
72125,Clumsy - Collipark Remix,"Fergie, Soulja Boy",Track
72127,Wasteland Warriors (feat. Souljah Boy),"Bone Thugs-N-Harmony, Soulja Boy",Track
72128,DIRT (feat. JPEGMAFIA),"JPEGMAFIA, Y2K",Track
72129,Wawawa,"Y2K, bbno$",Track
72130,Damage is Done,"JoJo, Y2K",Track
72131,OH NO,"KILLY, Y2K",Track
72134,thankful,"Lewis Grant, Y2K, bbno$",Track
72135,money conversation,"Y2K, bbno$",Track
72138,See Me Fall - Y2K Remix,"Ro Ransom, Y2K",Track
72139,Stranger (feat. Elliphant) - Y2K Remix,"Elliphant, Peking Duk, Y2K",Track
72142,Damn - umru Remix,"Y2K, lil aaron, umru",Track
72143,DAMN,"Y2K, lil aaron",Track
72148,Watt,Notrust,Track
72149,L'arte di,Notrust,Track
72150,touch grass (feat. Yung Gravy),"Yung Gravy, bbno$",Track
72151,i see london i see france,bbno$,Track
72152,top gun,bbno$,Track
72153,C'est La Vie (with bbno$ & Rich Brian),"Rich Brian, Yung Gravy, bbno$",Track
